sku,attribute_no,prdatt_sid,name,description,description_detail,price,image_url,product_link,category,subcategory
1869265,00,c4487a8a288590d0181b21ee2f8ad755,京工,田園蔬食粥8入 (32g*8包/盒),"原產地
臺灣
保存期限
一年
廠商名稱
京工興業有限公司
廠商電話
02-2222-1808
廠商地址
新北市中和區新民街94巷12號",190,https://www.savesafe.com.tw/ProdImg/1869/265/00/1869265_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=c4487a8a288590d0181b21ee2f8ad755,米油罐頭泡麵,米/五穀/濃湯
1869268,00,ec09ffca975436fae5573e0483107c95,京工,芋頭香菇粥(純素)8入 (30g*8包/盒),"原產地
臺灣
保存期限
一年
廠商名稱
京工興業有限公司
廠商電話
02-2222-1808
廠商地址
新北市中和區新民街94巷12號",190,https://www.savesafe.com.tw/ProdImg/1869/268/00/1869268_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=ec09ffca975436fae5573e0483107c95,米油罐頭泡麵,米/五穀/濃湯
1869262,00,4bbc8cebb1d646678ea27c050378c032,京工,元氣蔬食粥(純素)8入 (32g*8包/盒),"原產地
臺灣
保存期限
一年
廠商名稱
京工興業有限公司
廠商電話
02-2222-1808
廠商地址
新北市中和區新民街94巷12號",190,https://www.savesafe.com.tw/ProdImg/1869/262/00/1869262_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=4bbc8cebb1d646678ea27c050378c032,米油罐頭泡麵,米/五穀/濃湯
1865087,00,a29aadbc814b31b42956c59cb9cc410f,皇家穀堡,一等特賞糙米 (2.5kg/包),"內容物名稱
糙米
原產地
臺灣
保存期限
1年
廠商名稱
皇家穀堡股份有限公司
廠商電話
089-812391
廠商地址
台東縣關西鎮新福里1鄰順興38號",169,https://www.savesafe.com.tw/ProdImg/1865/087/00/1865087_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=a29aadbc814b31b42956c59cb9cc410f,米油罐頭泡麵,米/五穀/濃湯
1828619,00,6c762e866350e9d5c993f7c492faaac7,天生好米,山田一等米5kg (CNS一等),"原產地
臺灣
保存期限
依包裝標示",339,https://www.savesafe.com.tw/ProdImg/1828/619/00/1828619_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=6c762e866350e9d5c993f7c492faaac7,米油罐頭泡麵,米/五穀/濃湯
1828623,00,8fc911c92b68439fe1ce0a4830b000bb,天生好米,山田芋香米4kg (CNS二等),"原產地
臺灣
保存期限
依包裝標示",289,https://www.savesafe.com.tw/ProdImg/1828/623/00/1828623_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=8fc911c92b68439fe1ce0a4830b000bb,米油罐頭泡麵,米/五穀/濃湯
1770741,00,83ef6b02f34769e622900b28b1a9674c,,皇家穀堡莊園紫米 (1kg/包),,119,https://www.savesafe.com.tw/ProdImg/1770/741/00/1770741_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=83ef6b02f34769e622900b28b1a9674c,米油罐頭泡麵,米/五穀/濃湯
1770740,00,9711fa3c05bc43c10479b3c8beddea57,皇家穀堡,莊園黑米 (1kg/包),"原產地
台灣
保存期限
一年
廠商名稱
皇家穀堡股份有限公司
廠商電話
089-813419
廠商地址
台東縣關山鎮新福里1鄰順興38號",119,https://www.savesafe.com.tw/ProdImg/1770/740/00/1770740_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=9711fa3c05bc43c10479b3c8beddea57,米油罐頭泡麵,米/五穀/濃湯
1603041,00,285aba352c54ae88b147a73c47fcd723,天生好米,富豐香米 (1.8kg/包),"原產地
臺灣
保存期限
1年
廠商名稱
花東製米股份有限公司
廠商電話
0800-357999
廠商地址
花連縣富里鄉富南村公埔路186號",149,https://www.savesafe.com.tw/ProdImg/1603/041/00/1603041_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=285aba352c54ae88b147a73c47fcd723,米油罐頭泡麵,米/五穀/濃湯
1876670,00,3d0f3e766f1cc081f7eea75b7998df72,信豐農場,台灣紅藜 (帶殼200g),"內容物名稱
台灣藜
原產地
台灣
保存期限
1年
廠商名稱
原豐農業股份有限公司
廠商電話
08-7791116
廠商地址
屏東縣萬巒鄉褒忠路193號",229,https://www.savesafe.com.tw/ProdImg/1876/670/00/1876670_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=3d0f3e766f1cc081f7eea75b7998df72,米油罐頭泡麵,米/五穀/濃湯
1876670,01,d92f412a592f85e7ea6c70cd4feb112e,信豐農場,台灣紅藜 (脫殼250g),"內容物名稱
台灣藜
原產地
台灣
保存期限
1年
廠商名稱
原豐農業股份有限公司
廠商電話
08-7791116
廠商地址
屏東縣萬巒鄉褒忠路193號",249,https://www.savesafe.com.tw/ProdImg/1876/670/01/1876670_01_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=d92f412a592f85e7ea6c70cd4feb112e,米油罐頭泡麵,米/五穀/濃湯
1876280,00,477cb323ed0c849a3c7cb4f5fca4046b,和吉,冬瓜茶磚 (500G±3%),"內容物名稱
砂糖、冬瓜
原產地
台灣
保存期限
一年
廠商名稱
錦翃有限公司
廠商電話
07-7888556
廠商地址
高雄市大寮區上寮路226-1號",50,https://www.savesafe.com.tw/ProdImg/1876/280/00/1876280_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=477cb323ed0c849a3c7cb4f5fca4046b,米油罐頭泡麵,米/五穀/濃湯
1875971,00,75f0f230c914fbbd5c3672e8f690d2ee,天生好米,樂稻富里1.5Kg (香醇牛奶米),"原產地
台灣
保存期限
1年
廠商名稱
花東製米股份有限公司
廠商電話
0800-357999
廠商地址
花蓮縣富里鄉富南村公埔路186號",159,https://www.savesafe.com.tw/ProdImg/1875/971/00/1875971_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=75f0f230c914fbbd5c3672e8f690d2ee,米油罐頭泡麵,米/五穀/濃湯
1875971,01,77a55b9b3e1cb762fa42f603fadb9976,天生好米,樂稻富里1.5Kg (香韻越光米),"原產地
台灣
保存期限
1年
廠商名稱
花東製米股份有限公司
廠商電話
0800-357999
廠商地址
花蓮縣富里鄉富南村公埔路186號",159,https://www.savesafe.com.tw/ProdImg/1875/971/01/1875971_01_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=77a55b9b3e1cb762fa42f603fadb9976,米油罐頭泡麵,米/五穀/濃湯
1875968,00,b5e6b0006a334e2fe13d7658b6d966f7,天生好米,樂稻富里 (牛奶軟糙米1.5Kg),"原產地
台灣 花蓮
保存期限
1年
廠商名稱
花東製米股份有限公司
廠商電話
0800-357999
廠商地址
花蓮縣富里鄉富南村公埔路186號",159,https://www.savesafe.com.tw/ProdImg/1875/968/00/1875968_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=b5e6b0006a334e2fe13d7658b6d966f7,米油罐頭泡麵,米/五穀/濃湯
1875968,00,b5e6b0006a334e2fe13d7658b6d966f7,天生好米,樂稻富里 (牛奶軟糙米1.5Kg),"原產地
台灣 花蓮
保存期限
1年
廠商名稱
花東製米股份有限公司
廠商電話
0800-357999
廠商地址
花蓮縣富里鄉富南村公埔路186號",159,https://www.savesafe.com.tw/ProdImg/1875/968/00/1875968_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=b5e6b0006a334e2fe13d7658b6d966f7,米油罐頭泡麵,米/五穀/濃湯
1875718,00,0eebb46fe8689fae05105140a35784dd,老撈麻辣鍋,火鍋湯底600g (名媛牛尾湯(固形物50g)),"原產地
台灣
保存期限
18個月
廠商名稱
嘉亨科技股份有限公司
廠商電話
02-82263775
廠商地址
新北市中和區建一路150號4樓E棟",149,https://www.savesafe.com.tw/ProdImg/1875/718/00/1875718_00_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=0eebb46fe8689fae05105140a35784dd,米油罐頭泡麵,米/五穀/濃湯
1875718,01,0d81645fd5cf88db0e019c4e29f5a820,老撈麻辣鍋,火鍋湯底600g (神仙胡椒豬肚雞(固形物50g)),"原產地
台灣
保存期限
18個月
廠商名稱
嘉亨科技股份有限公司
廠商電話
02-82263775
廠商地址
新北市中和區建一路150號4樓E棟",149,https://www.savesafe.com.tw/ProdImg/1875/718/01/1875718_01_main.jpg,https://www.savesafe.com.tw/Products/ProductView?s_id=0d81645fd5cf88db0e019c4e29f5a820,米油罐頭泡麵,米/五穀/濃湯
